日期,确诊总数,治愈总数,死亡人数,感染死亡率,感染治愈率,住院死亡率,住院治愈率
20200403,82875,76984,4,4.826546003016591e-05,0.9289170437405732,5.195614901023536e-05,0.9999480438509898
20200404,82930,77210,3,3.617508742312794e-05,0.9310261666465693,3.885356092885913e-05,0.9999611464390712
20200405,83005,77348,2,2.4094934040118064e-05,0.9318474790675261,2.585649644473174e-05,0.9999741435035553
20200406,83071,77450,0,0.0,0.9323349905502522,0.0,1.0
20200407,83160,77586,2,2.405002405002405e-05,0.932972582972583,2.5777182038459557e-05,0.9999742228179616
20200408,83249,77711,2,2.4024312604355608e-05,0.9334766783985393,2.573571989242469e-05,0.9999742642801076
20200409,83305,77838,1,1.2004081387671808e-05,0.9343736870535982,1.2847030408920977e-05,0.9999871529695911
20200410,83386,77935,4,4.7969683160242726e-05,0.9346293142733793,5.132218786486868e-05,0.9999486778121351
20200411,83482,78020,0,0.0,0.934572722263482,0.0,1.0
20200412,83597,78145,2,2.3924303503714246e-05,0.934782348648875,2.5592793069471637e-05,0.9999744072069305
20200413,83696,78262,0,0.0,0.9350745555343146,0.0,1.0
20200414,83745,78389,1,1.194101140366589e-05,0.9360439429219655,1.2756729174639622e-05,0.9999872432708253
20200415,83797,78504,0,0.0,0.936835447569722,0.0,1.0
20200416,84149,77635,1290,0.01532995044504391,0.922589692093786,0.016344630978777322,0.9836553690212226
20200417,84180,77744,0,0.0,0.9235447849845569,0.0,1.0
20200418,84201,77825,0,0.0,0.9242764337715704,0.0,1.0
20200419,84237,77895,0,0.0,0.9247124185334236,0.0,1.0
20200420,84250,77978,0,0.0,0.9255548961424332,0.0,1.0
20200421,84287,78042,0,0.0,0.9259079098793408,0.0,1.0
20200422,84302,78147,0,0.0,0.926988683542502,0.0,1.0
20200423,84311,78236,0,0.0,0.9279453452099963,0.0,1.0
20200424,84324,78362,0,0.0,0.9292965229353446,0.0,1.0
20200425,84338,78450,0,0.0,0.9301856814247433,0.0,1.0
20200426,84341,78558,1,1.1856629634460109e-05,0.9314331108239172,1.2729286268918902e-05,0.9999872707137311
20200427,84347,78664,0,0.0,0.9326235669318411,0.0,1.0
20200428,84369,78729,0,0.0,0.9331508018347972,0.0,1.0
20200429,84373,78785,0,0.0,0.9337702819622391,0.0,1.0
20200430,84385,78845,0,0.0,0.9343485216566926,0.0,1.0
20200501,84388,78905,0,0.0,0.9350263070578755,0.0,1.0
20200502,84393,78939,0,0.0,0.9353737869254559,0.0,1.0
20200503,84400,79016,0,0.0,0.9362085308056872,0.0,1.0
20200504,84404,79126,0,0.0,0.9374674186057533,0.0,1.0
20200505,84406,79204,0,0.0,0.9383693102386086,0.0,1.0
20200506,84409,79268,0,0.0,0.939094172422372,0.0,1.0
20200507,84415,79324,0,0.0,0.9396908132440916,0.0,1.0
20200508,84416,79401,0,0.0,0.9405918309325246,0.0,1.0
20200509,84430,79488,0,0.0,0.9414663034466422,0.0,1.0
20200510,84450,79533,0,0.0,0.9417761989342807,0.0,1.0
20200511,84451,79566,1,1.184118601319108e-05,0.9421558063255616,1.2568024432239496e-05,0.9999874319755677
20200512,84458,79594,0,0.0,0.9424092448317507,0.0,1.0
20200513,84464,79621,0,0.0,0.9426619624928964,0.0,1.0
20200514,84469,79644,0,0.0,0.9428784524500112,0.0,1.0
20200515,84478,79668,0,0.0,0.9430620990080257,0.0,1.0
20200516,84484,79682,1,1.1836560768902987e-05,0.9431608351877279,1.254972829838234e-05,0.9999874502717017
20200517,84494,79701,0,0.0,0.9432740786328023,0.0,1.0
20200518,84503,79708,0,0.0,0.9432564524336414,0.0,1.0
20200519,84505,79715,0,0.0,0.9433169634932844,0.0,1.0
20200520,84507,79722,0,0.0,0.9433774716887359,0.0,1.0
20200521,84520,79736,0,0.0,0.9433980123047799,0.0,1.0
20200522,84522,79740,0,0.0,0.9434230141264996,0.0,1.0
20200523,84525,79746,0,0.0,0.9434605146406388,0.0,1.0
20200524,84536,79757,0,0.0,0.9434678716759723,0.0,1.0
20200525,84543,79767,0,0.0,0.943508037330116,0.0,1.0
20200526,84544,79774,0,0.0,0.9435796744890235,0.0,1.0
20200527,84547,79786,0,0.0,0.9436881261310277,0.0,1.0
20200528,84547,79791,0,0.0,0.9437472648349439,0.0,1.0
20200529,84565,79802,0,0.0,0.9436764618932182,0.0,1.0
20200530,84570,79807,0,0.0,0.9436797918883765,0.0,1.0
20200531,84588,79812,0,0.0,0.943538090509292,0.0,1.0
20200601,84597,79824,0,0.0,0.9435795595588496,0.0,1.0
20200602,84602,79824,0,0.0,0.9435237937637408,0.0,1.0
20200603,84603,79831,0,0.0,0.9435953807784594,0.0,1.0
20200604,84614,79842,0,0.0,0.9436027134989482,0.0,1.0
20200605,84620,79848,0,0.0,0.9436067123611439,0.0,1.0
20200606,84629,79853,0,0.0,0.94356544446939,0.0,1.0
20200607,84634,79864,0,0.0,0.9436396719994329,0.0,1.0
20200608,84638,79875,0,0.0,0.9437250407618327,0.0,1.0
20200609,84640,79882,0,0.0,0.9437854442344046,0.0,1.0
20200610,84651,79887,0,0.0,0.9437218697948045,0.0,1.0
20200611,84658,79895,0,0.0,0.9437383354201612,0.0,1.0
20200612,84671,79903,0,0.0,0.9436879214843334,0.0,1.0
20200613,84729,79905,0,0.0,0.9430655383634883,0.0,1.0
20200614,84778,79913,0,0.0,0.942614829318927,0.0,1.0
20200615,84823,79922,0,0.0,0.9422208599082796,0.0,1.0
20200616,84867,79926,0,0.0,0.9417794902612323,0.0,1.0
20200617,84903,79944,0,0.0,0.9415921698879898,0.0,1.0
20200618,84940,79949,0,0.0,0.9412408759124088,0.0,1.0
20200619,84970,79963,0,0.0,0.9410733199952924,0.0,1.0
20200620,84997,79968,1,1.176512112192195e-05,0.9408332058778545,1.2504845627680727e-05,0.9999874951543724
20200621,85018,79969,0,0.0,0.9406125761603426,0.0,1.0
20200622,85070,79982,0,0.0,0.9401904314094275,0.0,1.0
20200623,85098,79990,1,1.1751157489012667e-05,0.9399750875461232,1.2501406408220925e-05,0.9999874985935918
20200624,85119,79997,0,0.0,0.9398254208813543,0.0,1.0
20200625,85148,80007,1,1.1744257058298492e-05,0.9396227744632875,1.2498750124987502e-05,0.999987501249875
20200626,85172,80015,0,0.0,0.9394519325599963,0.0,1.0
20200627,85190,80026,0,0.0,0.9393825566381031,0.0,1.0
20200628,85204,80044,0,0.0,0.9394394629360124,0.0,1.0
20200629,85227,80054,0,0.0,0.9393032724371385,0.0,1.0
20200630,85232,80068,0,0.0,0.9394124272573682,0.0,1.0
20200701,85263,80087,0,0.0,0.9392937147414471,0.0,1.0
20200702,85278,80102,0,0.0,0.9393043926921363,0.0,1.0
20200703,85287,80117,0,0.0,0.9393811483578974,0.0,1.0
